RAOB/Space
    Balloon release date and time                	2017-02-03T18:44:12
    Station name                                 	SFSC RB31-101
    Sonde type                                   	RS41-SGP
    System trademark and model                   	MW41
    Software version                             	MW41 2.5.0
    Sonde software version                       	2.2.13
    Sounding status                              	Ok

     P  Temp  Dewp  RH Dir Speed HeightMSL    Lat     Lon Elapsed time
   hPa    °C    °C   %   °   m/s         m      °       °          min
 371.8 -34.1 -65.3   3 264  57.3      7678 37.909 -75.005        23.55
 371.4 -34.1 -65.0   3 264  57.4      7686 37.909 -75.005        23.56
 371.1 -34.1 -64.2   3 264  57.5      7694 37.909 -75.004        23.58
 370.7 -34.1 -62.4   4 264  57.6      7701 37.910 -75.003        23.60
 370.4 -34.2 -59.8   6 264  57.7      7708 37.910 -75.003        23.61
 370.0 -34.1 -57.1   8 264  57.7      7715 37.910 -75.002        23.63
 369.7 -34.1 -54.9  11 264  57.8      7721 37.910 -75.001        23.65
 369.4 -34.1 -53.9  12 264  57.9      7727 37.910 -75.001        23.66
 369.1 -34.1 -53.7  12 264  58.0      7733 37.910 -75.000        23.68
 368.8 -34.1 -54.1  12 264  58.0      7738 37.910 -74.999        23.70
 368.5 -34.1 -54.6  11 264  58.1      7743 37.910 -74.999        23.71
 368.2 -34.2 -55.1  11 264  58.1      7747 37.910 -74.998        23.73
 367.9 -34.3 -55.4  10 264  58.2      7753 37.910 -74.997        23.75
 367.6 -34.4 -55.6  10 264  58.2      7759 37.910 -74.997        23.76
 367.3 -34.4 -55.6  10 263  58.3      7765 37.910 -74.996        23.78
 367.1 -34.4 -55.6  10 263  58.3      7770 37.910 -74.995        23.80
 366.8 -34.5 -55.5  10 263  58.3      7774 37.910 -74.995        23.81
 366.5 -34.6 -55.4  10 263  58.3      7781 37.910 -74.994        23.83
 366.2 -34.6 -55.4  11 263  58.4      7785 37.910 -74.993        23.85
 365.9 -34.7 -55.4  11 263  58.4      7791 37.910 -74.993        23.86
 365.6 -34.8 -55.3  11 263  58.4      7796 37.911 -74.992        23.88
 365.3 -34.9 -55.2  11 263  58.4      7802 37.911 -74.991        23.90
 365.0 -34.9 -55.0  11 263  58.4      7809 37.911 -74.991        23.91
 364.7 -35.0 -54.7  12 263  58.5      7816 37.911 -74.990        23.93
 364.4 -35.0 -54.4  12 263  58.5      7821 37.911 -74.989        23.95
 364.1 -35.0 -54.1  13 263  58.5      7827 37.911 -74.989        23.96
 363.8 -35.1 -53.9  13 263  58.5      7832 37.911 -74.988        23.98
 363.5 -35.1 -53.7  14 263  58.5      7837 37.911 -74.987        24.00
 363.3 -35.2 -53.6  14 263  58.5      7842 37.911 -74.987        24.01
 363.0 -35.2 -53.4  14 263  58.5      7847 37.911 -74.986        24.03
 362.7 -35.3 -53.2  15 263  58.5      7853 37.911 -74.986        24.05
 362.4 -35.3 -52.9  15 263  58.5      7858 37.911 -74.985        24.06
 362.2 -35.3 -52.5  16 263  58.5      7863 37.911 -74.984        24.08
 361.9 -35.4 -52.1  17 263  58.5      7869 37.912 -74.984        24.10
 361.6 -35.5 -51.9  17 263  58.5      7874 37.912 -74.983        24.11
 361.3 -35.5 -52.0  17 263  58.5      7880 37.912 -74.982        24.13
 361.0 -35.5 -52.2  17 263  58.4      7884 37.912 -74.981        24.15
 360.7 -35.6 -52.1  17 263  58.4      7890 37.912 -74.981        24.16
 360.3 -35.6 -51.3  19 263  58.4      7897 37.912 -74.980        24.18
 360.0 -35.7 -49.8  22 263  58.3      7905 37.912 -74.979        24.20
 359.6 -35.8 -48.3  27 263  58.3      7913 37.912 -74.979        24.21
 359.3 -35.8 -47.2  30 263  58.2      7920 37.912 -74.978        24.23
 359.0 -35.9 -46.7  32 263  58.1      7926 37.912 -74.977        24.25
 358.7 -35.9 -46.7  32 263  58.0      7933 37.912 -74.977        24.26
 358.4 -35.9 -47.1  31 263  58.0      7937 37.912 -74.976        24.28
 358.1 -35.9 -47.6  29 263  57.9      7941 37.912 -74.975        24.30
 357.8 -35.9 -48.0  28 264  57.8      7946 37.912 -74.975        24.31
 357.5 -36.0 -48.1  28 264  57.7      7952 37.912 -74.974        24.33
 357.2 -36.0 -48.1  28 264  57.6      7958 37.912 -74.973        24.35
 356.9 -36.0 -47.8  29 264  57.5      7964 37.912 -74.973        24.36
 356.6 -36.1 -47.5  31 264  57.4      7970 37.912 -74.972        24.38
 356.3 -36.2 -47.0  32 264  57.4      7977 37.913 -74.971        24.40
 356.1 -36.3 -46.7  34 264  57.3      7983 37.913 -74.971        24.41
 355.8 -36.4 -46.5  35 264  57.2      7989 37.913 -74.970        24.43
 355.5 -36.4 -46.3  36 264  57.2      7992 37.913 -74.970        24.45
 355.3 -36.5 -46.1  36 264  57.2      7996 37.913 -74.969        24.46
 355.0 -36.5 -45.9  38 264  57.1      8000 37.913 -74.968        24.48
 354.8 -36.5 -45.5  39 264  57.1      8006 37.913 -74.968        24.50
 354.5 -36.6 -45.2  41 264  57.1      8011 37.913 -74.967        24.51
 354.2 -36.6 -44.9  42 264  57.1      8016 37.913 -74.967        24.53
 354.0 -36.6 -44.5  44 264  57.1      8022 37.913 -74.966        24.55
 353.7 -36.7 -44.1  47 264  57.2      8027 37.913 -74.965        24.56
 353.4 -36.7 -43.6  49 264  57.2      8033 37.913 -74.965        24.58
 353.1 -36.8 -43.3  51 264  57.2      8039 37.913 -74.964        24.60
 352.8 -36.8 -43.2  52 264  57.3      8044 37.913 -74.963        24.61
 352.6 -36.9 -43.4  51 264  57.3      8050 37.913 -74.963        24.63
 352.3 -36.9 -43.6  50 264  57.4      8056 37.913 -74.962        24.65
 352.0 -36.9 -43.8  49 264  57.5      8061 37.913 -74.961        24.66
 351.8 -37.0 -43.9  49 264  57.5      8066 37.914 -74.961        24.68
 351.5 -37.0 -43.9  49 264  57.6      8070 37.914 -74.960        24.70
 351.2 -37.0 -43.9  50 264  57.7      8074 37.914 -74.959        24.71
 350.9 -37.1 -43.8  50 264  57.8      8081 37.914 -74.959        24.73
 350.6 -37.2 -43.8  51 264  57.8      8088 37.914 -74.958        24.75
 350.3 -37.2 -43.7  51 264  57.9      8094 37.914 -74.957        24.76
 350.0 -37.2 -43.7  51 264  58.0      8101 37.914 -74.957        24.78
 349.7 -37.2 -43.8  51 264  58.1      8107 37.914 -74.956        24.80
 349.4 -37.3 -44.0  50 264  58.1      8113 37.914 -74.956        24.81
 349.1 -37.3 -44.1  50 264  58.2      8117 37.914 -74.955        24.83
 348.8 -37.4 -44.2  50 264  58.2      8124 37.914 -74.954        24.85
 348.5 -37.5 -44.2  50 264  58.3      8130 37.914 -74.953        24.86
 348.2 -37.5 -44.2  50 264  58.3      8136 37.914 -74.953        24.88
 347.9 -37.6 -44.2  50 264  58.4      8142 37.914 -74.952        24.90
 347.6 -37.7 -44.2  51 264  58.4      8146 37.914 -74.951        24.91
 347.4 -37.7 -44.1  51 264  58.4      8152 37.914 -74.951        24.93
 347.1 -37.8 -44.1  52 264  58.5      8159 37.914 -74.950        24.95
 346.8 -37.8 -44.0  52 264  58.5      8164 37.914 -74.950        24.96
 346.5 -37.8 -44.0  53 264  58.5      8168 37.915 -74.949        24.98
 346.2 -37.9 -44.1  52 264  58.5      8174 37.915 -74.948        25.00
 345.9 -37.9 -44.3  52 264  58.5      8181 37.915 -74.948        25.01
 345.6 -38.0 -44.6  50 264  58.5      8188 37.915 -74.947        25.03
 345.3 -38.0 -45.0  48 264  58.4      8194 37.915 -74.946        25.05
 345.0 -38.1 -45.3  47 264  58.4      8201 37.915 -74.946        25.06
 344.7 -38.1 -45.5  46 264  58.4      8207 37.915 -74.945        25.08
 344.5 -38.2 -45.5  47 264  58.3      8212 37.915 -74.944        25.10
 344.2 -38.2 -45.5  47 264  58.3      8216 37.915 -74.944        25.11
 344.0 -38.3 -45.7  46 264  58.3      8221 37.915 -74.943        25.13
 343.7 -38.3 -46.0  45 264  58.2      8223 37.915 -74.942        25.15
 343.5 -38.4 -46.2  44 264  58.2      8229 37.915 -74.942        25.16
 343.2 -38.4 -46.3  44 264  58.1      8234 37.915 -74.941        25.18
 342.9 -38.5 -46.4  43 264  58.1      8239 37.915 -74.940        25.20
 342.7 -38.5 -46.6  43 264  58.0      8244 37.915 -74.940        25.21
 342.4 -38.5 -46.9  41 264  57.9      8250 37.915 -74.939        25.23
 342.0 -38.6 -47.1  40 264  57.9      8257 37.915 -74.938        25.25
 341.7 -38.6 -47.3  40 264  57.8      8265 37.915 -74.938        25.26
 341.4 -38.7 -47.5  39 263  57.8      8273 37.915 -74.937        25.28
 341.1 -38.7 -47.5  39 263  57.7      8280 37.915 -74.936        25.30
 340.8 -38.6 -47.6  39 263  57.7      8286 37.915 -74.936        25.31
 340.5 -38.6 -47.7  38 263  57.7      8290 37.915 -74.935        25.33
 340.3 -38.7 -47.9  37 263  57.7      8295 37.916 -74.934        25.35
 340.0 -38.7 -48.1  37 263  57.7      8300 37.916 -74.934        25.36
 339.8 -38.7 -48.1  37 262  57.7      8304 37.916 -74.933        25.38
 339.5 -38.8 -47.7  39 262  57.7      8309 37.916 -74.932        25.40
 339.3 -38.8 -47.1  42 262  57.7      8315 37.916 -74.932        25.41
 339.0 -38.8 -46.6  44 262  57.7      8319 37.916 -74.931        25.43
 338.8 -38.9 -46.5  45 262  57.8      8324 37.916 -74.931        25.45
 338.5 -38.9 -46.6  44 262  57.8      8329 37.916 -74.930        25.46
 338.3 -39.0 -46.6  45 262  57.9      8334 37.916 -74.929        25.48
 338.0 -39.0 -46.4  46 261  57.9      8340 37.916 -74.929        25.50
 337.7 -39.1 -46.4  46 261  58.0      8346 37.916 -74.928        25.51
 337.5 -39.1 -46.6  45 261  58.1      8351 37.917 -74.927        25.53
 337.2 -39.1 -46.9  44 261  58.2      8357 37.917 -74.927        25.55
 337.0 -39.2 -47.3  42 261  58.3      8361 37.917 -74.926        25.56
 336.7 -39.2 -47.7  41 261  58.4      8366 37.917 -74.925        25.58
 336.5 -39.3 -48.0  39 261  58.5      8370 37.917 -74.925        25.60
 336.2 -39.3 -48.1  39 261  58.6      8376 37.917 -74.924        25.61
 336.0 -39.4 -48.1  40 261  58.7      8381 37.917 -74.923        25.63
 335.8 -39.5 -48.2  40 261  58.8      8386 37.917 -74.923        25.65
 335.5 -39.6 -48.5  39 262  58.9      8391 37.917 -74.922        25.66
 335.3 -39.6 -48.9  37 262  59.0      8395 37.917 -74.921        25.68
 335.1 -39.6 -49.5  35 262  59.2      8399 37.917 -74.921        25.70
 334.9 -39.7 -50.3  32 262  59.3      8403 37.918 -74.920        25.71
 334.6 -39.7 -51.1  29 262  59.4      8408 37.918 -74.920        25.73
 334.4 -39.7 -51.8  27 262  59.5      8413 37.918 -74.919        25.75
 334.2 -39.7 -52.2  26 262  59.7      8418 37.918 -74.918        25.76
 334.0 -39.7 -52.2  26 262  59.8      8423 37.918 -74.917        25.78
 333.7 -39.8 -51.8  27 262  59.9      8427 37.918 -74.917        25.80
 333.5 -39.8 -51.3  29 262  60.0      8431 37.918 -74.916        25.81
 333.3 -39.9 -50.9  30 262  60.2      8436 37.918 -74.915        25.83
 333.0 -39.9 -50.8  31 262  60.3      8441 37.918 -74.915        25.85
 332.8 -39.9 -50.9  30 262  60.4      8446 37.918 -74.914        25.86
 332.6 -39.9 -51.1  30 262  60.6      8452 37.918 -74.913        25.88
 332.4 -39.9 -51.4  29 262  60.7      8456 37.918 -74.913        25.90
 332.1 -39.9 -51.6  28 262  60.8      8460 37.918 -74.912        25.91
 331.9 -39.9 -51.8  28 262  60.9      8463 37.918 -74.911        25.93
 331.6 -40.0 -51.9  27 262  61.0      8468 37.918 -74.911        25.95
 331.4 -40.0 -52.3  26 262  61.2      8474 37.919 -74.910        25.96
 331.1 -40.1 -52.8  25 262  61.3      8479 37.919 -74.909        25.98
 330.9 -40.1 -53.5  23 262  61.4      8485 37.919 -74.909        26.00
 330.6 -40.2 -53.9  22 263  61.5      8492 37.919 -74.908        26.01
 330.3 -40.2 -54.0  22 263  61.5      8499 37.919 -74.907        26.03
 330.0 -40.3 -53.9  22 263  61.6      8504 37.919 -74.907        26.05
 329.7 -40.3 -53.8  23 263  61.7      8510 37.919 -74.906        26.06
 329.4 -40.4 -53.9  23 263  61.7      8517 37.919 -74.905        26.08
 329.1 -40.4 -54.0  22 263  61.8      8523 37.919 -74.904        26.10
 328.8 -40.4 -54.4  21 263  61.8      8529 37.919 -74.904        26.11
 328.6 -40.4 -54.8  20 263  61.8      8534 37.919 -74.903        26.13
 328.3 -40.4 -55.2  19 263  61.8      8539 37.919 -74.902        26.15
 328.1 -40.4 -55.5  19 263  61.8      8544 37.919 -74.902        26.16
 327.8 -40.4 -55.6  19 263  61.8      8549 37.919 -74.901        26.18
 327.6 -40.5 -55.6  19 263  61.8      8555 37.920 -74.900        26.20
 327.3 -40.5 -55.5  19 263  61.8      8560 37.920 -74.899        26.21
 327.1 -40.6 -55.4  19 263  61.8      8564 37.920 -74.899        26.23
 326.9 -40.6 -55.3  19 263  61.7      8569 37.920 -74.898        26.25
 326.6 -40.6 -55.2  20 263  61.7      8574 37.920 -74.897        26.26
 326.4 -40.6 -55.2  20 263  61.6      8579 37.920 -74.897        26.28
 326.1 -40.7 -55.3  20 263  61.5      8584 37.920 -74.896        26.30
 325.8 -40.7 -55.2  20 263  61.5      8589 37.920 -74.895        26.31
 325.6 -40.8 -55.1  20 263  61.4      8594 37.920 -74.895        26.33
 325.3 -40.8 -54.9  21 263  61.4      8602 37.920 -74.894        26.35
 325.0 -40.8 -54.7  21 263  61.3      8608 37.920 -74.893        26.36
 324.7 -40.9 -54.4  22 263  61.3      8614 37.920 -74.893        26.38
 324.5 -41.0 -53.6  25 263  61.2      8619 37.920 -74.892        26.40
 324.2 -41.1 -52.0  30 263  61.1      8625 37.920 -74.891        26.41
 323.9 -41.1 -50.5  36 263  61.1      8630 37.920 -74.890        26.43
 323.7 -41.2 -49.1  42 263  61.0      8635 37.921 -74.890        26.45
 323.4 -41.2 -48.1  48 263  61.0      8639 37.921 -74.889        26.46
 323.1 -41.3 -47.6  51 263  60.9      8645 37.921 -74.888        26.48
 322.8 -41.3 -47.6  51 263  60.9      8652 37.921 -74.888        26.50
 322.5 -41.4 -47.7  51 263  60.9      8660 37.921 -74.887        26.51
 322.2 -41.5 -47.7  51 263  60.8      8668 37.921 -74.886        26.53
 321.8 -41.5 -47.6  52 263  60.8      8676 37.921 -74.886        26.55
 321.5 -41.6 -47.6  52 263  60.7      8682 37.921 -74.885        26.56
 321.2 -41.6 -47.7  52 264  60.7      8688 37.921 -74.884        26.58
 320.9 -41.7 -47.9  51 264  60.6      8695 37.921 -74.884        26.60
 320.6 -41.7 -48.1  50 264  60.5      8700 37.921 -74.883        26.61
 320.3 -41.7 -48.3  49 264  60.5      8707 37.921 -74.882        26.63
 320.0 -41.8 -48.6  48 263  60.4      8714 37.921 -74.881        26.65
 319.8 -41.8 -48.9  46 263  60.3      8720 37.921 -74.881        26.66
 319.5 -41.9 -49.3  45 263  60.3      8724 37.921 -74.880        26.68
 319.3 -42.0 -49.6  44 263  60.2      8729 37.921 -74.879        26.70
 319.0 -42.0 -49.8  43 263  60.1      8734 37.922 -74.879        26.71
 318.8 -42.1 -49.7  44 263  60.1      8739 37.922 -74.878        26.73
 318.5 -42.1 -49.2  46 263  60.0      8743 37.922 -74.877        26.75
 318.3 -42.1 -48.5  51 263  59.9      8748 37.922 -74.877        26.76
 318.0 -42.2 -47.6  56 263  59.8      8753 37.922 -74.876        26.78
 317.8 -42.3 -47.0  60 263  59.8      8759 37.922 -74.875        26.80
 317.5 -42.3 -46.6  63 263  59.7      8766 37.922 -74.875        26.81
 317.2 -42.4 -46.7  63 263  59.7      8772 37.922 -74.874        26.83
 316.9 -42.4 -47.2  60 263  59.6      8778 37.922 -74.873        26.85
 316.6 -42.5 -48.1  54 263  59.6      8785 37.922 -74.873        26.86
 316.3 -42.5 -49.2  48 263  59.6      8792 37.922 -74.872        26.88
 316.1 -42.6 -50.3  43 263  59.6      8798 37.922 -74.871        26.90
 315.8 -42.6 -51.2  39 263  59.6      8804 37.922 -74.871        26.91
 315.6 -42.7 -51.5  38 263  59.7      8808 37.922 -74.870        26.93
 315.3 -42.7 -51.3  39 262  59.7      8813 37.922 -74.869        26.95
 315.1 -42.8 -50.6  42 262  59.8      8818 37.923 -74.869        26.96
 314.8 -42.8 -49.9  46 262  59.8      8822 37.923 -74.868        26.98
 314.6 -42.9 -49.2  50 262  59.9      8827 37.923 -74.867        27.00
 314.3 -42.9 -48.3  56 262  60.0      8832 37.923 -74.867        27.01
 314.1 -43.0 -47.4  62 262  60.1      8839 37.923 -74.866        27.03
 313.8 -43.0 -46.6  68 262  60.3      8846 37.923 -74.866        27.05
 313.5 -43.1 -46.2  71 262  60.4      8852 37.923 -74.865        27.06
 313.3 -43.1 -46.2  72 262  60.5      8857 37.923 -74.864        27.08
 313.0 -43.2 -46.4  71 262  60.6      8863 37.923 -74.864        27.10
 312.7 -43.2 -46.7  69 262  60.8      8868 37.923 -74.863        27.11
 312.5 -43.2 -47.0  67 262  60.9      8874 37.923 -74.862        27.13
 312.3 -43.3 -47.3  65 263  61.0      8879 37.923 -74.861        27.15
 312.0 -43.3 -47.5  63 263  61.1      8884 37.923 -74.861        27.16
 311.8 -43.4 -47.8  62 263  61.2      8888 37.923 -74.860        27.18
 311.6 -43.4 -48.0  61 263  61.3      8894 37.923 -74.859        27.20
 311.3 -43.4 -48.2  60 263  61.4      8899 37.924 -74.859        27.21
 311.1 -43.5 -48.3  59 263  61.5      8903 37.924 -74.858        27.23
 310.9 -43.5 -48.4  59 263  61.6      8908 37.924 -74.857        27.25
 310.6 -43.6 -48.5  58 263  61.6      8913 37.924 -74.856        27.26
 310.4 -43.7 -48.7  58 263  61.7      8918 37.924 -74.856        27.28
 310.1 -43.7 -48.7  58 263  61.7      8922 37.924 -74.855        27.30
 309.8 -43.8 -48.7  59 263  61.8      8929 37.924 -74.854        27.31
 309.5 -43.8 -48.6  60 262  61.8      8935 37.924 -74.854        27.33
 309.2 -43.9 -48.4  61 262  61.8      8944 37.924 -74.853        27.35
 308.8 -43.9 -48.2  63 262  61.8      8954 37.924 -74.852        27.36
 308.5 -44.0 -48.1  64 262  61.8      8960 37.924 -74.851        27.38
 308.2 -44.0 -48.0  65 262  61.8      8966 37.924 -74.851        27.40
 307.8 -44.0 -48.0  65 262  61.8      8973 37.924 -74.850        27.41
 307.5 -44.0 -48.0  65 262  61.8      8980 37.925 -74.849        27.43
 307.1 -44.1 -48.1  65 262  61.8      8989 37.925 -74.849        27.45
 306.8 -44.2 -48.2  65 262  61.8      8997 37.925 -74.848        27.46
 306.5 -44.3 -48.3  65 262  61.8      9005 37.925 -74.847        27.48
 306.1 -44.5 -48.4  65 262  61.7      9012 37.925 -74.847        27.50
 305.8 -44.6 -48.5  65 262  61.7      9020 37.925 -74.846        27.51
 305.5 -44.6 -48.4  66 262  61.7      9027 37.925 -74.845        27.53
 305.2 -44.7 -48.3  67 262  61.7      9034 37.925 -74.845        27.55
 304.9 -44.7 -48.2  68 262  61.7      9039 37.925 -74.844        27.56
 304.7 -44.7 -48.1  69 262  61.7      9044 37.925 -74.843        27.58
 304.4 -44.7 -48.1  69 262  61.7      9049 37.925 -74.843        27.60
 304.2 -44.7 -48.1  69 262  61.7      9053 37.925 -74.842        27.61
 304.0 -44.8 -48.2  69 262  61.7      9058 37.925 -74.841        27.63
 303.8 -44.8 -48.3  68 262  61.7      9063 37.926 -74.840        27.65
 303.6 -44.9 -48.5  67 262  61.7      9068 37.926 -74.840        27.66
 303.3 -44.9 -48.6  67 262  61.7      9073 37.926 -74.839        27.68
 303.1 -45.0 -48.7  67 262  61.7      9078 37.926 -74.838        27.70
 302.9 -45.0 -48.7  67 262  61.7      9081 37.926 -74.838        27.71
 302.7 -45.0 -48.7  67 262  61.7      9087 37.926 -74.837        27.73
 302.5 -45.0 -48.8  66 262  61.7      9092 37.926 -74.836        27.75
 302.3 -45.1 -49.0  65 262  61.7      9096 37.926 -74.836        27.76
 302.1 -45.1 -49.1  64 262  61.7      9100 37.926 -74.835        27.78
 301.9 -45.2 -49.1  65 262  61.6      9105 37.926 -74.834        27.80
 301.6 -45.2 -49.1  66 262  61.6      9110 37.926 -74.834        27.81
 301.4 -45.3 -48.9  67 262  61.6      9115 37.926 -74.833        27.83
 301.2 -45.3 -48.7  69 262  61.5      9120 37.927 -74.832        27.85
 301.0 -45.4 -48.5  71 262  61.5      9125 37.927 -74.831        27.86
 300.8 -45.4 -48.5  71 262  61.5      9130 37.927 -74.831        27.88
 300.5 -45.4 -48.6  70 262  61.4      9135 37.927 -74.830        27.90
 300.3 -45.5 -48.8  70 262  61.4      9140 37.927 -74.829        27.91
 300.1 -45.5 -48.9  69 262  61.3      9144 37.927 -74.829        27.93
 299.9 -45.6 -49.0  69 262  61.3      9148 37.927 -74.828        27.95
 299.7 -45.6 -49.0  69 262  61.2      9153 37.927 -74.827        27.96
 299.5 -45.6 -49.0  69 262  61.2      9158 37.927 -74.826        27.98
 299.3 -45.6 -48.9  69 262  61.1      9163 37.927 -74.826        28.00
 299.1 -45.6 -48.8  70 262  61.0      9168 37.927 -74.825        28.01
 298.9 -45.7 -48.7  72 262  61.0      9172 37.927 -74.824        28.03
 298.7 -45.7 -48.5  74 262  60.9      9174 37.927 -74.824        28.05
 298.5 -45.8 -48.3  76 262  60.8      9179 37.927 -74.823        28.06
 298.3 -45.8 -48.1  77 262  60.8      9183 37.927 -74.822        28.08
 298.1 -45.8 -48.1  78 262  60.7      9188 37.928 -74.822        28.10
 297.9 -45.8 -48.1  78 262  60.7      9193 37.928 -74.821        28.11
 297.7 -45.9 -48.2  77 262  60.6      9198 37.928 -74.820        28.13
 297.5 -45.9 -48.3  76 262  60.5      9201 37.928 -74.820        28.15
 297.3 -45.9 -48.4  76 262  60.5      9207 37.928 -74.819        28.16
 297.0 -45.9 -48.5  76 262  60.4      9213 37.928 -74.818        28.18
 296.8 -46.0 -48.5  76 262  60.4      9218 37.928 -74.818        28.20
 296.6 -46.1 -48.6  76 262  60.3      9222 37.928 -74.817        28.21
 296.4 -46.1 -48.6  76 262  60.3      9227 37.928 -74.816        28.23
 296.2 -46.1 -48.7  75 262  60.2      9232 37.928 -74.816        28.25
 295.9 -46.1 -48.7  75 262  60.2      9237 37.928 -74.815        28.26
 295.7 -46.1 -48.8  75 262  60.2      9242 37.928 -74.814        28.28
 295.5 -46.2 -48.9  74 262  60.1      9247 37.929 -74.814        28.30
 295.3 -46.3 -49.1  73 262  60.1      9252 37.929 -74.813        28.31
 295.1 -46.4 -49.2  73 262  60.1      9256 37.929 -74.812        28.33
 294.9 -46.4 -49.3  73 262  60.1      9261 37.929 -74.812        28.35
 294.6 -46.5 -49.5  72 262  60.0      9266 37.929 -74.811        28.36
 294.4 -46.5 -49.6  71 262  60.0      9272 37.929 -74.810        28.38
 294.2 -46.5 -49.8  69 262  60.1      9277 37.929 -74.810        28.40
 294.0 -46.5 -50.0  68 262  60.1      9280 37.929 -74.809        28.41
 293.8 -46.6 -50.3  66 262  60.1      9285 37.929 -74.808        28.43
 293.5 -46.6 -50.5  65 262  60.1      9291 37.929 -74.808        28.45
 293.3 -46.7 -50.7  64 262  60.1      9296 37.929 -74.807        28.46
 293.1 -46.8 -50.9  63 262  60.2      9302 37.929 -74.806        28.48
 292.8 -46.8 -51.0  63 262  60.2      9307 37.929 -74.806        28.50
 292.6 -46.9 -51.1  62 262  60.2      9313 37.929 -74.805        28.51
 292.4 -46.9 -51.1  62 262  60.3      9318 37.929 -74.804        28.53
 292.1 -46.9 -51.1  63 262  60.3      9323 37.930 -74.804        28.55
 291.9 -46.9 -51.0  63 262  60.4      9328 37.930 -74.803        28.56
 291.7 -47.0 -51.0  64 262  60.4      9333 37.930 -74.802        28.58
 291.4 -47.0 -50.9  65 262  60.5      9338 37.930 -74.801        28.60
 291.2 -47.1 -50.8  66 262  60.5      9344 37.930 -74.801        28.61
 290.9 -47.2 -50.7  68 262  60.6      9349 37.930 -74.800        28.63
 290.7 -47.3 -50.7  68 262  60.6      9355 37.930 -74.799        28.65
 290.4 -47.3 -50.7  69 262  60.6      9361 37.930 -74.799        28.66
 290.2 -47.4 -50.8  68 262  60.6      9367 37.930 -74.798        28.68
 289.9 -47.4 -51.0  67 262  60.6      9373 37.930 -74.797        28.70
 289.6 -47.4 -51.2  66 262  60.6      9380 37.930 -74.797        28.71
 289.4 -47.5 -51.4  64 262  60.6      9386 37.930 -74.796        28.73
 289.1 -47.5 -51.8  62 262  60.6      9392 37.930 -74.795        28.75
 288.8 -47.6 -52.1  60 262  60.6      9398 37.930 -74.795        28.76
 288.5 -47.7 -52.4  59 262  60.5      9405 37.931 -74.794        28.78
 288.3 -47.7 -52.6  58 262  60.5      9411 37.931 -74.793        28.80
 288.0 -47.8 -52.7  57 261  60.4      9418 37.931 -74.793        28.81
 287.7 -47.8 -52.8  57 261  60.3      9424 37.931 -74.792        28.83
 287.5 -47.9 -52.9  57 261  60.2      9429 37.931 -74.791        28.85
 287.2 -47.9 -52.9  57 261  60.1      9434 37.931 -74.790        28.86
 286.9 -48.0 -52.9  57 261  60.0      9441 37.931 -74.790        28.88
 286.7 -48.1 -52.9  58 261  59.9      9448 37.931 -74.789        28.90
 286.4 -48.1 -52.9  58 261  59.8      9454 37.931 -74.788        28.91
 286.2 -48.2 -52.9  59 261  59.6      9461 37.931 -74.788        28.93
 285.9 -48.2 -52.8  59 261  59.5      9467 37.931 -74.787        28.95
 285.7 -48.2 -52.7  60 261  59.4      9472 37.932 -74.786        28.96
 285.4 -48.2 -52.5  62 261  59.3      9477 37.932 -74.786        28.98
 285.2 -48.2 -52.3  63 261  59.2      9482 37.932 -74.785        29.00
 285.0 -48.3 -52.1  65 261  59.1      9486 37.932 -74.785        29.01
 284.8 -48.3 -51.9  67 261  59.0      9491 37.932 -74.784        29.03
 284.6 -48.4 -51.7  68 261  58.9      9496 37.932 -74.783        29.05
 284.4 -48.4 -51.6  70 261  58.9      9500 37.932 -74.783        29.06
 284.1 -48.4 -51.5  71 261  58.8      9505 37.932 -74.782        29.08
 283.9 -48.5 -51.5  71 261  58.8      9510 37.932 -74.781        29.10
 283.7 -48.5 -51.6  70 261  58.8      9515 37.932 -74.781        29.11
 283.4 -48.5 -51.8  69 262  58.8      9521 37.932 -74.780        29.13
 283.2 -48.5 -52.1  67 262  58.8      9529 37.932 -74.779        29.15
 282.9 -48.6 -52.5  64 262  58.8      9536 37.932 -74.779        29.16
 282.6 -48.6 -52.9  62 262  58.9      9542 37.933 -74.778        29.18
 282.4 -48.7 -53.2  59 262  58.9      9548 37.933 -74.777        29.20
 282.1 -48.7 -53.5  58 262  59.0      9554 37.933 -74.777        29.21
 281.9 -48.8 -53.7  57 262  59.1      9559 37.933 -74.776        29.23
 281.6 -48.8 -53.8  57 262  59.2      9564 37.933 -74.775        29.25
 281.4 -48.9 -53.8  57 262  59.3      9569 37.933 -74.775        29.26
 281.1 -49.0 -53.8  58 262  59.5      9575 37.933 -74.774        29.28
 280.8 -49.0 -53.8  58 262  59.6      9581 37.933 -74.773        29.30
 280.5 -49.1 -54.0  57 262  59.7      9588 37.933 -74.773        29.31
 280.2 -49.1 -54.2  56 262  59.8      9596 37.933 -74.772        29.33
 280.0 -49.2 -54.5  54 262  60.0      9605 37.933 -74.771        29.35
 279.7 -49.2 -54.8  53 262  60.1      9612 37.933 -74.771        29.36
 279.4 -49.3 -55.1  51 262  60.2      9619 37.933 -74.770        29.38
 279.1 -49.3 -55.4  50 262  60.3      9625 37.934 -74.769        29.40
 278.9 -49.4 -55.6  48 262  60.4      9630 37.934 -74.769        29.41
